symbol,entrez,BRO-score (product),BRO-score (ABA6-2013),BRO-score (Kang-2011),cell-cell signaling,synaptic transmission,neuron differentiation,neuron projection development,generation of neurons,axon development,neuron development
CCNA1,8900,0.178288,0.496785,0.358884,,,,,,,
PDP1,54704,0.178085,0.421998,0.422005,,,,,,,
ALCAM,214,0.177883,0.491517,0.361906,,,X,X,X,X,X
C11orf87,399947,0.177868,0.489606,0.363288,,,,,,,
SLC2A13,114134,0.177748,0.450144,0.394869,,,,,,,
PMEPA1,56937,0.177613,0.472431,0.375954,,,,,,,
GDPD5,81544,0.177324,0.352885,0.502498,,,X,X,X,,X
CRH,1392,0.17703,0.576616,0.307016,X,X,,,,,
SRPX,8406,0.176758,0.359839,0.491215,,,,,,,
HLF,3131,0.176656,0.349146,0.505966,,,,,,,
KLHL2,11275,0.176128,0.447405,0.393666,,,,,,,
ATP8B1,5205,0.175658,0.333554,0.526624,,,X,,X,,X
STAT4,6775,0.175533,0.393746,0.445804,,,,,,,
ARSJ,79642,0.175343,0.444858,0.394156,,,,,,,
BTN2A2,10385,0.175268,0.504692,0.347276,,,,,,,
GUCY1A3,2982,0.175224,0.446928,0.392063,,,,,,,
STARD13,90627,0.174906,0.393446,0.44455,,,,,,,
NRCAM,4897,0.174815,0.436151,0.400813,,,X,X,X,X,X
CNTN6,27255,0.174431,0.445147,0.39185,,,X,X,X,X,X
GRM5,2915,0.174426,0.488595,0.356996,X,X,,,X,,
CHL1,10752,0.173752,0.400017,0.434362,,,X,X,X,X,X
GRIN2A,2903,0.173704,0.400985,0.433193,X,X,,,,,
DPF1,8193,0.173292,0.524083,0.330658,,,,,,,
KIF5A,3798,0.173089,0.293455,0.589832,X,X,X,X,X,X,X
NRP1,8829,0.172914,0.386493,0.447394,X,,X,X,X,X,X
IL1RAP,3556,0.172722,0.423089,0.408241,,,,,,,
STAC,6769,0.17264,0.456461,0.378214,,,,,,,
PPP2R2B,5521,0.172543,0.396961,0.43466,,,,,,,
C1QL2,165257,0.172422,0.420406,0.410131,,,,,,,
ILDR2,387597,0.172333,0.343385,0.501867,X,,,,,,
MPP3,4356,0.172293,0.487357,0.353525,,,,,,,
ELAVL4,1996,0.172214,0.404945,0.425277,,,,,,,
ARX,170302,0.171963,0.584499,0.294206,,,X,X,X,X,X
SH3RF1,57630,0.171953,0.444004,0.387279,,,,,,,
CYP46A1,10858,0.171949,0.429917,0.399958,,,,,,,
POPDC3,64208,0.171818,0.427942,0.401499,,,,,,,
ALS2,57679,0.171651,0.440233,0.38991,X,X,X,X,X,X,X
ZDHHC23,254887,0.171584,0.404524,0.424163,,,,,,,
WNT10B,7480,0.171544,0.458779,0.373915,X,,X,,X,,
MEIS1,4211,0.171486,0.454385,0.377403,,,,,,,
EML5,161436,0.171454,0.409842,0.418342,,,,,,,
UBASH3B,84959,0.171365,0.35362,0.484602,,,,,,,
CDH15,1013,0.171322,0.529189,0.323745,,,,,,,
DUSP19,142679,0.171127,0.526757,0.324868,,,,,,,
AADAT,51166,0.17104,0.386485,0.442553,,,,,,,
ODZ1,10178,0.171025,0.397692,0.430043,,,,,,,
TTC39A,22996,0.17102,0.460494,0.371383,,,,,,,
LRRC16B,90668,0.170658,0.440445,0.387466,,,,,,,
E2F3,1871,0.170584,0.483879,0.352534,,,,,,,
STK32A,202374,0.17035,0.373439,0.456166,,,,,,,
DAB2IP,153090,0.170269,0.447151,0.380786,X,X,X,X,X,,X
USP3,9960,0.170094,0.465039,0.365762,,,,,,,
NPY1R,4886,0.169673,0.410846,0.412984,X,X,,,,,
KLHL13,90293,0.169588,0.337906,0.501878,,,,,,,
TSHZ2,128553,0.169109,0.422125,0.400614,,,,,,,
CABYR,26256,0.168912,0.45294,0.372923,,,,,,,
CBLB,868,0.16886,0.498813,0.338524,,,,,,,
EPHA5,2044,0.168743,0.426448,0.395695,X,X,X,X,X,X,X
PDE7B,27115,0.168658,0.38593,0.437017,X,X,,,,,
STK33,65975,0.168429,0.430535,0.391208,,,,,,,
KCND2,3751,0.168294,0.457858,0.367568,X,X,,,,,
PLEKHA1,59338,0.168205,0.346801,0.485017,,,,,,,
SH3KBP1,30011,0.167911,0.418267,0.401445,X,,,,,,
WASF1,8936,0.167869,0.447899,0.374792,,,,,,,
CHSY3,337876,0.167861,0.508301,0.33024,,,,,,,
CHGB,1114,0.167589,0.398997,0.420027,,,,,,,
ZNF618,114991,0.16743,0.467688,0.357995,,,,,,,
PNMA2,10687,0.167285,0.409448,0.408561,,,,,,,
FAM60A,58516,0.167101,0.562455,0.297092,,,,,,,
PRKAR2B,5577,0.167025,0.515549,0.323974,X,,,,,,
KLHL3,26249,0.166928,0.472897,0.35299,,,,,,,
ARHGAP24,83478,0.166559,0.432061,0.385499,,,,,,,
EPB41L2,2037,0.166514,0.443712,0.375274,,,,,,,
SLC24A4,123041,0.16636,0.395987,0.420114,,,,,,,
MPPED2,744,0.166177,0.360124,0.461443,,,,,,,
CDH18,1016,0.166155,0.370659,0.44827,,,,,,,
CDH12,1010,0.166136,0.430031,0.386335,,,,,,,
AACS,65985,0.165961,0.309654,0.535958,X,,,,,,
BTBD9,114781,0.165487,0.486338,0.340271,X,X,,,,,
PLA2R1,22925,0.165134,0.448758,0.36798,,,,,,,
ATP11C,286410,0.165067,0.30885,0.534457,,,,,,,
RNF141,50862,0.164998,0.451758,0.365234,,,,,,,
GLRA3,8001,0.164954,0.428476,0.384979,,,,,,,
EPHX4,253152,0.164869,0.385203,0.428006,,,,,,,
CAMKK2,10645,0.164859,0.324399,0.508199,,,,,,,
KIAA1456,57604,0.16469,0.47329,0.347969,,,,,,,
NECAB2,54550,0.164686,0.447201,0.36826,,,,,,,
C1orf88,128344,0.164589,0.358877,0.458623,,,,,,,
RBMS3,27303,0.164485,0.445045,0.369592,,,,,,,
RBP4,5950,0.164398,0.511909,0.321147,X,,,,,,
PAQR9,344838,0.164318,0.430957,0.381286,,,,,,,
SYT9,143425,0.163971,0.359121,0.456591,X,,,,,,
HS3ST4,9951,0.163931,0.377463,0.434297,,,,,,,
PDYN,5173,0.163792,0.537209,0.304895,X,X,,,,,
FGFR1,2260,0.163707,0.335787,0.487533,X,,X,X,X,X,X
RAPGEF2,9693,0.163694,0.369822,0.442628,X,X,X,X,X,,X
LINGO2,158038,0.163675,0.464013,0.352739,,,,,,,
RPRM,56475,0.163541,0.422991,0.386631,,,,,,,
EPS8L2,64787,0.163416,0.509499,0.320739,,,,,,,
SYT12,91683,0.163362,0.398146,0.410305,,,,,,,
SST,6750,0.163348,0.556699,0.293422,X,X,,,,,
TNFRSF25,8718,0.16309,0.581733,0.280353,,,,,,,
KIAA0247,9766,0.162631,0.44473,0.365684,,,,,,,
ZNF521,25925,0.161932,0.5055,0.32034,,,,,,,
GOLT1A,127845,0.161601,0.329412,0.490574,,,,,,,
PNCK,139728,0.161453,0.351366,0.459501,,,,,,,
CSDC2,27254,0.161195,0.397322,0.405704,,,,,,,
TCF4,6925,0.161194,0.360227,0.44748,,,X,,X,,
METTL9,51108,0.161193,0.511362,0.315223,,,,,,,
DRD2,1813,0.160706,0.338217,0.475158,X,X,X,X,X,X,X
CPNE8,144402,0.160666,0.389558,0.412433,,,,,,,
ADAMTS8,11095,0.160608,0.415492,0.386547,,,,,,,
SH3BGRL2,83699,0.16035,0.443378,0.361654,,,,,,,
PAG1,55824,0.160246,0.390022,0.410863,,,,,,,
GABRA3,2556,0.160182,0.40608,0.394459,X,X,,,,,
FGF5,2250,0.160171,0.351602,0.455547,X,,,,,,
C4orf50,389197,0.160097,0.512548,0.312356,,,,,,,
CPVL,54504,0.159968,0.407674,0.392392,,,,,,,
DGKG,1608,0.159948,0.393363,0.406618,,,X,,X,,X
ARHGEF4,50649,0.159892,0.512906,0.311736,,,,,,,
OCA2,4948,0.159775,0.449683,0.355306,,,,,,,
MDGA2,161357,0.159301,0.378409,0.420976,,,X,,X,,
SCGN,10590,0.159255,0.464688,0.342715,,,,,,,
BARHL2,343472,0.159181,0.438014,0.363416,,,X,X,X,X,X
HTR7,3363,0.159122,0.458755,0.346856,X,X,X,X,X,,X
CA4,762,0.159051,0.416031,0.382306,,,,,,,
CAMK1D,57118,0.158929,0.402414,0.394938,,,X,X,X,,X
HSPB8,26353,0.158911,0.438473,0.362419,,,,,,,
ANO5,203859,0.158591,0.416124,0.381115,,,,,,,
UNC5D,137970,0.158542,0.31432,0.504397,,,X,X,X,X,X
LPL,4023,0.1583,0.361876,0.437443,,,,,,,
CHRM2,1129,0.15819,0.593193,0.266675,X,X,,,,,
ANKRD45,339416,0.158129,0.35042,0.451256,,,,,,,
LCAT,3931,0.158126,0.366646,0.431277,,,,,,,
LONRF3,79836,0.158049,0.400014,0.395108,,,,,,,
CX3CL1,6376,0.157749,0.570095,0.276706,X,X,,,,,
EPHA4,2043,0.157712,0.356997,0.441774,,,X,X,X,X,X
ASAP1,50807,0.157564,0.420145,0.375024,,,,,,,
ELL2,22936,0.157451,0.390585,0.403116,,,,,,,
LHX1,3975,0.157139,0.53679,0.292738,X,,X,X,X,X,X
DGKD,8527,0.157082,0.417308,0.376418,,,,,,,
DAPK1,1612,0.156822,0.396428,0.395588,,,,,,,
PLXND1,23129,0.156744,0.396785,0.395036,,,X,X,X,X,X
TLE2,7089,0.156592,0.399207,0.392257,,,,,,,
PLEKHO1,51177,0.156569,0.367122,0.426477,,,,,,,
MAP3K12,7786,0.156483,0.364073,0.429814,,,,,,,
EXPH5,23086,0.156371,0.517858,0.301956,,,,,,,
RAP1GAP2,23108,0.156261,0.491522,0.317912,,,X,X,X,,X
TCF7L2,6934,0.156179,0.372706,0.419042,X,,,,X,,
FSTL5,56884,0.156157,0.458022,0.340938,,,,,,,
PRRT2,112476,0.15585,0.434115,0.359005,,,,,,,
SOWAHA,134548,0.155748,0.431711,0.36077,,,,,,,
KIAA1598,57698,0.155632,0.433253,0.359218,,,X,X,X,X,X
SNX10,29887,0.155588,0.445057,0.349591,,,,,,,
FAT2,2196,0.155506,0.359579,0.432468,,,,,,,
LUZP2,338645,0.155432,0.409724,0.379356,,,,,,,
TIMP2,7077,0.155388,0.445866,0.348507,,,X,,X,,
ADAMTS19,171019,0.155014,0.471881,0.328504,,,,,,,
B3GAT1,27087,0.155011,0.46259,0.335094,,,,,,,
SNTG1,54212,0.154997,0.319499,0.485126,,,,,,,
SASH1,23328,0.154868,0.415138,0.373053,,,,,,,
RHOBTB1,9886,0.154842,0.406421,0.380988,,,,,,,
TIMP4,7079,0.15484,0.470007,0.329442,,,,,,,
SNCG,6623,0.154774,0.397206,0.389655,X,X,,,,,
MCHR1,2847,0.154654,0.435208,0.355358,,,,,,,
VAT1L,57687,0.154304,0.362753,0.425368,,,,,,,
DCAF6,55827,0.153969,0.318894,0.482822,,,,,,,
PPEF1,5475,0.153937,0.495253,0.310825,,,,,,,
BAIAP3,8938,0.153714,0.470455,0.326734,X,X,,,,,
HPSE2,60495,0.153499,0.398941,0.384766,,,,,,,
HTR3B,9177,0.153486,0.341322,0.449679,X,X,,,,,
FRMPD2,143162,0.153144,0.394946,0.38776,,,,,,,
PCDH11X,27328,0.152996,0.419293,0.364891,,,,,,,
SGK3,23678,0.152768,0.382868,0.39901,,,,,,,
CMIP,80790,0.152735,0.390284,0.391343,,,,,,,
FNDC5,252995,0.152696,0.378428,0.403501,,,,,,,
FILIP1,27145,0.152638,0.522023,0.292396,,,,,,,
CDH8,1006,0.152467,0.423217,0.360256,X,X,,,,,
TMEM163,81615,0.152459,0.322946,0.472089,,,,,,,
LOC284033,284033,0.152449,0.296905,0.513463,,,,,,,
HCN1,348980,0.152022,0.377417,0.402795,X,X,X,,X,,X
SLITRK5,26050,0.151873,0.484656,0.313362,X,X,X,X,X,X,X
MET,4233,0.151871,0.399537,0.380116,X,X,X,X,X,X,X
CNTN5,53942,0.151722,0.284746,0.532832,,,,,,,
GPRC5C,55890,0.151693,0.459701,0.329982,,,,,,,
MAML2,84441,0.151653,0.426885,0.355254,,,,,,,
RERG,85004,0.151459,0.319493,0.47406,,,,,,,
NEFM,4741,0.151429,0.414038,0.365738,,,X,X,X,X,X
ST8SIA4,7903,0.151421,0.45242,0.334691,,,X,X,X,X,X
EMX2,2018,0.1514,0.496498,0.304935,,,X,,X,,
GABRA5,2558,0.15133,0.52625,0.287562,X,X,X,,X,,X
RNF43,54894,0.151005,0.469915,0.321346,,,,,,,
GRIN2B,2904,0.150981,0.494291,0.305448,X,X,,,,,
SNX7,51375,0.15071,0.433673,0.34752,,,,,,,
ERC1,23085,0.150494,0.282999,0.531782,,,,,,,
MAP2,4133,0.150484,0.377274,0.398873,,,X,X,X,X,X
MAN2B2,23324,0.150476,0.414167,0.363321,,,,,,,
SLC36A1,206358,0.150429,0.314006,0.479065,,,,,,,
MCF2,4168,0.150427,0.410865,0.366123,,,X,X,X,,X
DLX2,1746,0.150189,0.550247,0.272948,,,X,,X,,
ABLIM2,84448,0.149658,0.410906,0.364215,,,X,X,X,X,X
CDHR3,222256,0.149468,0.438709,0.3407,,,,,,,
RORA,6095,0.149361,0.320701,0.465734,,,X,,X,,
PAX3,5077,0.14927,0.443848,0.336308,,,X,,X,,
ADCY5,111,0.149057,0.342274,0.435491,X,X,,,,,
DACT1,51339,0.148939,0.423134,0.351989,,,X,X,X,,X
VPS41,27072,0.148911,0.366624,0.406169,,,,,,,
FAM217B,63939,0.148761,0.33563,0.443229,,,,,,,
MFSD4,148808,0.148748,0.407187,0.365306,,,,,,,
THBS4,7060,0.148701,0.443034,0.335643,,,X,X,X,,X
PRRG3,79057,0.148638,0.464654,0.31989,,,,,,,
FGF13,2258,0.148581,0.477064,0.311448,X,,X,X,X,X,X
SLC6A11,6538,0.148572,0.361993,0.410428,X,X,,,,,
RAPGEF4,11069,0.148448,0.401283,0.369934,X,X,X,X,X,,X
TRIM67,440730,0.14798,0.430084,0.344072,,,X,X,X,,X
DPF3,8110,0.147849,0.424129,0.348596,,,,,,,
OAF,220323,0.147821,0.465881,0.317294,,,,,,,
NPTXR,23467,0.147808,0.393473,0.375649,,,,,,,
NEK10,152110,0.14757,0.438473,0.336555,,,,,,,
C1orf216,127703,0.147507,0.384733,0.3834,,,,,,,
LRRC6,23639,0.147269,0.440355,0.334433,,,,,,,
VSTM2L,128434,0.147209,0.418994,0.35134,,,,,,,
ARVCF,421,0.147102,0.389443,0.377724,,,,,,,
TLL1,7092,0.147097,0.373463,0.393872,,,,,,,
SNTB2,6645,0.146947,0.352356,0.417042,,,,,,,
PLXNA1,5361,0.146888,0.382125,0.384398,,,X,X,X,X,X
SCUBE2,57758,0.146838,0.341632,0.429813,,,,,,,
ITPKA,3706,0.146819,0.520388,0.282133,X,X,X,X,X,,X
SORT1,6272,0.146803,0.383918,0.382381,,,,,,,
IL12RB2,3595,0.146494,0.350401,0.418076,,,,,,,
FARP1,10160,0.146455,0.402374,0.363976,,,X,X,X,,X
CCKBR,887,0.146367,0.369575,0.396041,X,X,,,,,
HS3ST5,222537,0.146147,0.423076,0.345438,,,,,,,
CALB2,794,0.146112,0.342965,0.426026,,,,,,,
RAP2A,5911,0.145957,0.334072,0.436902,,,X,X,X,,X
AJAP1,55966,0.145449,0.403847,0.360159,,,,,,,
ARPP19,10776,0.145273,0.5093,0.285241,,,,,,,
ZBTB16,7704,0.145266,0.303564,0.478535,,,,,,,
TLN2,83660,0.145258,0.449016,0.323503,,,,,,,
CACNA1I,8911,0.14502,0.358993,0.403964,,,X,X,X,X,X
ADAMTS5,11096,0.144771,0.44259,0.327099,,,,,,,
AKAP12,9590,0.144598,0.316608,0.45671,,,,,,,
CHN2,1124,0.144594,0.347123,0.41655,,,,,,,
SLC1A6,6511,0.144578,0.407265,0.354997,X,X,,,,,
MAML3,55534,0.144099,0.412753,0.349117,,,,,,,
RAP2B,5912,0.144015,0.416222,0.346004,,,,,,,
MRVI1,10335,0.143873,0.443409,0.324469,,,,,,,
EPB41L4A,64097,0.143871,0.347382,0.414159,,,,,,,
TSPAN9,10867,0.143542,0.36922,0.388772,,,,,,,
BTG1,694,0.143283,0.408309,0.350918,,,,,,,
LDLRAD3,143458,0.143122,0.363811,0.393396,,,,,,,
NRSN1,140767,0.142732,0.350224,0.407545,,,,,,,
STYK1,55359,0.142691,0.493114,0.289367,,,,,,,
NR2E1,7101,0.142577,0.46729,0.305115,X,X,X,X,X,X,X
ALK,238,0.142345,0.452034,0.314899,,,X,,X,,X
COL19A1,1310,0.142238,0.402173,0.353673,,,,,,,
CACNA1G,8913,0.142232,0.261464,0.543982,X,X,X,X,X,X,X
JPH1,56704,0.14208,0.37857,0.375307,,,,,,,
SOCS1,8651,0.142058,0.461371,0.307904,,,,,,,
GLT8D2,83468,0.141794,0.513179,0.276305,,,,,,,
CACNA1A,773,0.14172,0.414324,0.342051,X,X,X,X,X,X,X
NYNRIN,57523,0.141455,0.482477,0.293184,,,,,,,
RUNX1T1,862,0.141345,0.441419,0.320207,,,,,,,
ARAP2,116984,0.141299,0.346541,0.407741,,,,,,,
BAIAP2,10458,0.141104,0.501427,0.281404,X,X,X,X,X,X,X
USP28,57646,0.14103,0.419071,0.33653,,,,,,,
MCTP2,55784,0.140819,0.390034,0.361044,,,,,,,
MAST4,375449,0.140796,0.423835,0.332195,,,,,,,
CALN1,83698,0.14074,0.380803,0.369587,,,,,,,
SLC9A5,6553,0.140713,0.363211,0.387414,,,,,,,
MAOB,4129,0.140366,0.424265,0.330846,X,X,,,,,
CCDC80,151887,0.140169,0.300853,0.465906,,,,,,,
CERKL,375298,0.140103,0.351683,0.398377,,,,,,,
DUSP7,1849,0.13973,0.404806,0.345179,,,,,,,
CHRNA6,8973,0.13972,0.296041,0.471964,X,X,,,,,
AKAP13,11214,0.139649,0.394653,0.353852,,,,,,,
SYT17,51760,0.139595,0.454807,0.306932,,,,,,,
STK32C,282974,0.139582,0.503457,0.277248,,,,,,,
SYNE2,23224,0.139486,0.361301,0.386065,,,,,,,
FABP6,2172,0.139441,0.423847,0.328988,,,,,,,
PFKFB2,5208,0.139405,0.345525,0.403458,X,,,,,,
DUSP5,1847,0.139165,0.442421,0.314553,,,,,,,
PIP5K1B,8395,0.139159,0.283207,0.49137,,,,,,,
FAR2,55711,0.139084,0.480752,0.289305,,,,,,,
DSCAM,1826,0.138943,0.390882,0.355461,,,X,X,X,X,X
GRIK2,2898,0.138821,0.418389,0.331798,X,X,,,,,
FLJ90757,440465,0.138687,0.44009,0.315133,,,,,,,
MGARP,84709,0.138627,0.503654,0.275242,,,,,,,
NECAB3,63941,0.138584,0.357462,0.387687,,,,,,,
PCDH9,5101,0.138566,0.33619,0.412166,,,,,,,
CBFA2T3,863,0.138462,0.436779,0.317006,,,,,,,
ZEB2,9839,0.138456,0.354036,0.39108,,,,,,,
STEAP3,55240,0.138453,0.361125,0.383394,,,,,,,
CCNJL,79616,0.138303,0.380585,0.363396,,,,,,,
ETV6,2120,0.138025,0.392828,0.351362,,,,,,,
ADAMTS16,170690,0.137913,0.332297,0.415029,,,,,,,
GFRA1,2674,0.137873,0.427125,0.322794,,,X,X,X,X,X
FAM19A4,151647,0.137839,0.452808,0.304409,,,,,,,
FAM65B,9750,0.137727,0.354107,0.388941,,,,,,,
GINS3,64785,0.137356,0.28912,0.475084,,,,,,,
OBSCN,84033,0.137322,0.403749,0.340116,,,,,,,
DISP2,85455,0.137061,0.357909,0.38295,,,,,,,
C2CD2,25966,0.136822,0.347706,0.393498,,,,,,,
FOSL2,2355,0.136787,0.329679,0.41491,,,,,,,
ZNF503,84858,0.136757,0.446159,0.306521,,,,,,,
ADAM11,4185,0.136616,0.390269,0.350056,,,,,,,
STK10,6793,0.136546,0.404818,0.337303,,,,,,,
EPHB1,2047,0.136159,0.259647,0.5244,X,X,X,X,X,X,X
WSCD1,23302,0.136148,0.374412,0.363631,,,,,,,
NLN,57486,0.135885,0.374634,0.362714,,,,,,,
SLX4,84464,0.135855,0.444992,0.305298,,,,,,,
ZIC5,85416,0.135749,0.449777,0.301814,,,,,,,
BEND7,222389,0.135583,0.378942,0.357795,,,,,,,
NRXN2,9379,0.135537,0.429751,0.315385,X,X,,,,,
C11orf41,25758,0.135516,0.384304,0.352628,,,,,,,
HECW1,23072,0.135454,0.288235,0.469943,,,,,,,
ST8SIA5,29906,0.135223,0.3391,0.398771,,,,,,,
IL16,3603,0.135175,0.390667,0.346012,,,,,,,
SLC26A10,65012,0.135122,0.549314,0.245983,,,,,,,
SLC26A4,5172,0.13503,0.538017,0.250976,,,,,,,
SRRM4,84530,0.135002,0.350694,0.384957,,,,,,,
DCBLD1,285761,0.134923,0.315948,0.427043,,,,,,,
LRRK1,79705,0.134725,0.416852,0.323195,,,,,,,
NXPH3,11248,0.134541,0.427554,0.314676,,,,,,,
REC8,9985,0.134446,0.37198,0.361433,,,,,,,
FRMD6,122786,0.134204,0.364322,0.368365,,,,,,,
IRX5,10265,0.134186,0.573823,0.233846,,,X,,X,,X
SNX25,83891,0.134153,0.361963,0.370627,,,,,,,
FGL2,10875,0.133987,0.414975,0.322879,,,,,,,
CDC42EP3,10602,0.133866,0.421574,0.31754,,,,,,,
ITPR1,3708,0.133759,0.283614,0.471624,X,,,,,,
RAPGEF5,9771,0.133715,0.334409,0.399856,,,,,,,
C17orf70,80233,0.133643,0.419002,0.318956,,,,,,,
RAPGEFL1,51195,0.133602,0.381674,0.350043,,,,,,,
NTNG2,84628,0.13336,0.375765,0.354902,,,X,X,X,X,X
MSRA,4482,0.133312,0.506293,0.26331,,,,,,,
KCNH4,23415,0.13325,0.406989,0.327405,X,X,,,,,
PEG3,5178,0.133197,0.404078,0.329632,,,,,,,
SLC4A10,57282,0.133181,0.2812,0.473619,,,,,,,
LIMA1,51474,0.133161,0.394548,0.337502,,,,,,,
ANXA11,311,0.132981,0.417084,0.318835,,,,,,,
FIGN,55137,0.132827,0.322652,0.411674,,,,,,,
ADRA1B,147,0.132791,0.348998,0.380493,X,,,,,,
CORO2A,7464,0.132757,0.332695,0.399037,,,,,,,
PRKCE,5581,0.132673,0.357789,0.370814,X,X,,,,,
SPRY2,10253,0.132636,0.38846,0.341441,,,,,,,
STRN4,29888,0.132607,0.303826,0.436456,,,,,,,
RELN,5649,0.132572,0.38041,0.348497,X,X,X,X,X,X,X
IPO5,3843,0.132565,0.345011,0.384232,,,,,,,
IL20RA,53832,0.132367,0.329217,0.402067,,,,,,,
CD226,10666,0.132288,0.289637,0.456739,,,,,,,
DNER,92737,0.13226,0.341014,0.387845,,,,,X,,
FBXO32,114907,0.132027,0.4152,0.317984,,,,,,,
GALNT12,79695,0.131918,0.41078,0.321141,,,,,,,
CLCN5,1184,0.131799,0.366367,0.359745,,,,,,,
GRIN3A,116443,0.131661,0.395518,0.332882,X,X,X,X,X,,X
NRIP2,83714,0.131631,0.334734,0.393242,,,,,,,
GRM7,2917,0.13162,0.380102,0.346275,X,X,,,,,
PIK3R1,5295,0.131481,0.360758,0.364459,,,,,,,
CLGN,1047,0.131438,0.353505,0.371814,,,,,,,
PDE10A,10846,0.131418,0.274778,0.478268,,,,,,,
ECE2,9718,0.13141,0.238436,0.551132,X,,,,,,
PLEKHG5,57449,0.131383,0.283134,0.464029,,,,,,,
ANGPTL2,23452,0.131002,0.392264,0.333964,,,,,,,
GNB4,59345,0.130812,0.34921,0.374594,,,,,,,
CCDC85C,317762,0.13078,0.461661,0.283281,,,,,,,
ITM2C,81618,0.130776,0.409201,0.319588,,,X,X,X,,X
KLK7,5650,0.130578,0.370155,0.352765,,,,,,,
CLTCL1,8218,0.130522,0.277536,0.470289,,,,,,,
KCNH1,3756,0.130447,0.290234,0.449455,X,X,,,,,
ANKRD28,23243,0.130028,0.449002,0.289594,,,,,,,
MARCH1,55016,0.130021,0.37101,0.350452,,,,,,,
NPAS2,4862,0.130019,0.44647,0.291216,,,,,,,
SPINK6,404203,0.129937,0.432601,0.300363,,,,,,,
TRPM3,80036,0.129886,0.295194,0.440001,,,,,,,
GPR98,84059,0.129879,0.343805,0.377768,,,,,,,
MMP17,4326,0.129785,0.466279,0.278341,,,,,,,
RGS8,85397,0.129732,0.265549,0.488541,,,,,,,
ZBBX,79740,0.129728,0.518576,0.250163,,,,,,,
FOXN3,1112,0.129689,0.424015,0.30586,,,,,,,
MKX,283078,0.129439,0.338128,0.382812,,,,,,,
MAOA,4128,0.12943,0.448176,0.288793,X,X,,,,,
ITPK1,3705,0.12943,0.405555,0.319143,,,,,,,
SCN2A,6326,0.129417,0.375143,0.344981,,,,,,,
SCN7A,6332,0.129362,0.348659,0.371028,,,,,,,
RASGEF1B,153020,0.129273,0.351036,0.368262,,,,,,,
OLFM4,10562,0.129137,0.484299,0.266647,,,,,,,
TTC39C,125488,0.129115,0.347182,0.371894,,,,,,,
SULT4A1,25830,0.129075,0.340056,0.37957,,,,,,,
RELL1,768211,0.12889,0.357542,0.360489,,,,,,,
HOMER1,9456,0.128584,0.411373,0.312573,X,X,,,,,
DOC2A,8448,0.128538,0.307429,0.418107,X,X,,,,,
SETBP1,26040,0.128293,0.394398,0.325289,,,,,,,
FOXP2,93986,0.128229,0.325026,0.394519,,,,,,,
MYB,4602,0.128229,0.436771,0.293584,,,,,,,
MARCH3,115123,0.128202,0.323431,0.396382,,,,,,,
KCNK9,51305,0.128191,0.274854,0.466398,X,X,,,,,
MAFB,9935,0.128074,0.432629,0.296037,,,,,,,
CDON,50937,0.128024,0.350151,0.365624,,,X,,X,,
ACTR3B,57180,0.12798,0.482722,0.265121,,,,,,,
CHST1,8534,0.127852,0.401597,0.318358,,,,,,,
PPP1R7,5510,0.127793,0.381495,0.33498,,,,,,,
NPL,80896,0.127789,0.352094,0.362939,,,,,,,
RPS6KA1,6195,0.127759,0.429076,0.297755,X,X,X,X,X,X,X
TRIM14,9830,0.127513,0.423451,0.301129,,,,,,,
RAPH1,65059,0.127503,0.328968,0.387585,,,X,X,X,X,X
FKBP11,51303,0.127402,0.337206,0.377817,,,,,,,
HTR1E,3354,0.127218,0.356063,0.357292,X,X,,,,,
RAB3IP,117177,0.127183,0.431731,0.29459,,,,,,,
SEPT5,5413,0.126906,0.365848,0.346881,X,X,,,,,
HSPH1,10808,0.126605,0.403694,0.313615,,,,,,,
RASL11A,387496,0.126503,0.288124,0.439058,,,,,,,
TRPC4,7223,0.126496,0.309456,0.408768,,,X,X,X,X,X
CNTNAP5,129684,0.126469,0.352944,0.358328,,,,,,,
FAM213A,84293,0.126422,0.382225,0.330752,,,,,,,
KCNA5,3741,0.126349,0.385524,0.327734,X,X,,,,,
GPR26,2849,0.126222,0.494243,0.255385,,,,,,,
SIPA1L1,26037,0.125983,0.304089,0.414296,X,X,X,X,X,X,X
MEST,4232,0.12596,0.476054,0.264592,,,,,,,
CARTPT,9607,0.125938,0.455972,0.276196,X,X,,,,,
QPCT,25797,0.12584,0.520109,0.24195,,,,,,,
MYO5C,55930,0.125832,0.449731,0.279795,,,,,,,
L3MBTL4,91133,0.125606,0.353062,0.355763,,,,,,,
DOPEY2,9980,0.125596,0.343131,0.366029,,,,,,,
LOC439914,439914,0.125593,0.390113,0.321941,,,,,,,
PVALB,5816,0.125479,0.322791,0.388733,,,,,,,
KCNMB2,10242,0.125332,0.410933,0.304994,X,X,,,,,
NIM1,167359,0.125323,0.434488,0.288438,,,,,,,
PTPRJ,5795,0.12507,0.346108,0.361361,,,,,,,
RPS6KA5,9252,0.125029,0.34996,0.357267,,,X,X,X,X,X
COL5A2,1290,0.124929,0.511213,0.244378,,,X,X,X,X,X
GCNT1,2650,0.124854,0.294989,0.423248,,,,,,,
XKR6,286046,0.124814,0.405841,0.307544,,,,,,,
GFOD2,81577,0.124737,0.42823,0.291284,,,,,,,
RGS16,6004,0.124706,0.310686,0.40139,,,,,,,
